defect_id,audit_id,timestamp_sec,gps_lat,gps_lon,param_id,param_name,defect_type,severity,confidence,description,evidence_frame_path
AUD-20260910-195252-DEF-054,AUD-20260910-195252,2.07,18.520412,73.85670900000001,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_054_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-055,AUD-20260910-195252,2.07,18.520412,73.85670900000001,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_055_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-056,AUD-20260910-195252,2.18,18.5204126,73.85670945,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_056_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-057,AUD-20260910-195252,2.18,18.5204126,73.85670945,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_057_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-058,AUD-20260910-195252,2.28,18.5204132,73.8567099,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_058_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-059,AUD-20260910-195252,2.28,18.5204132,73.8567099,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_059_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-060,AUD-20260910-195252,2.38,18.5204138,73.85671035,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_060_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-061,AUD-20260910-195252,2.38,18.5204138,73.85671035,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_061_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-062,AUD-20260910-195252,2.49,18.5204144,73.8567108,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_062_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-063,AUD-20260910-195252,2.49,18.5204144,73.8567108,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_063_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-064,AUD-20260910-195252,2.59,18.520415,73.85671125,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_064_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-065,AUD-20260910-195252,2.59,18.520415,73.85671125,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_065_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-066,AUD-20260910-195252,2.69,18.5204156,73.8567117,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_066_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-067,AUD-20260910-195252,2.69,18.5204156,73.8567117,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_067_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-068,AUD-20260910-195252,2.8,18.5204162,73.85671215,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_068_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-069,AUD-20260910-195252,2.8,18.5204162,73.85671215,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_069_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-070,AUD-20260910-195252,2.9,18.5204168,73.85671260000001,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_070_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-071,AUD-20260910-195252,2.9,18.5204168,73.85671260000001,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_071_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-072,AUD-20260910-195252,3.01,18.5204174,73.85671305000001,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_072_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-073,AUD-20260910-195252,3.01,18.5204174,73.85671305000001,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_073_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-074,AUD-20260910-195252,3.11,18.520418,73.8567135,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_074_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-075,AUD-20260910-195252,3.11,18.520418,73.8567135,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_075_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-076,AUD-20260910-195252,3.21,18.5204186,73.85671395,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_076_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-077,AUD-20260910-195252,3.21,18.5204186,73.85671395,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_077_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-078,AUD-20260910-195252,3.32,18.5204192,73.8567144,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_078_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-079,AUD-20260910-195252,3.32,18.5204192,73.8567144,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_079_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-080,AUD-20260910-195252,3.42,18.5204198,73.85671485,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_080_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-081,AUD-20260910-195252,3.42,18.5204198,73.85671485,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_081_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-082,AUD-20260910-195252,3.52,18.5204204,73.8567153,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_082_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-083,AUD-20260910-195252,3.52,18.5204204,73.8567153,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_083_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-084,AUD-20260910-195252,3.63,18.520421,73.85671575,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_084_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-085,AUD-20260910-195252,3.63,18.520421,73.85671575,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_085_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-086,AUD-20260910-195252,3.73,18.5204216,73.85671620000001,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_086_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-087,AUD-20260910-195252,3.73,18.5204216,73.85671620000001,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_087_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-088,AUD-20260910-195252,3.83,18.5204222,73.85671665000001,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_088_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-089,AUD-20260910-195252,3.83,18.5204222,73.85671665000001,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_089_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-090,AUD-20260910-195252,3.94,18.5204228,73.8567171,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_090_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-091,AUD-20260910-195252,3.94,18.5204228,73.8567171,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_091_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-092,AUD-20260910-195252,4.04,18.5204234,73.85671755,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_092_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-093,AUD-20260910-195252,4.04,18.5204234,73.85671755,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_093_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-094,AUD-20260910-195252,4.15,18.520424,73.856718,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_094_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-095,AUD-20260910-195252,4.15,18.520424,73.856718,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_095_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-096,AUD-20260910-195252,4.25,18.5204246,73.85671845,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_096_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-097,AUD-20260910-195252,4.25,18.5204246,73.85671845,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_097_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-098,AUD-20260910-195252,4.35,18.5204252,73.8567189,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_098_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-099,AUD-20260910-195252,4.35,18.5204252,73.8567189,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_099_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-100,AUD-20260910-195252,4.46,18.520425799999998,73.85671935,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_100_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-101,AUD-20260910-195252,4.46,18.520425799999998,73.85671935,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_101_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-102,AUD-20260910-195252,4.56,18.520426399999998,73.85671980000001,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_102_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-103,AUD-20260910-195252,4.56,18.520426399999998,73.85671980000001,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_103_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-104,AUD-20260910-195252,4.66,18.520426999999998,73.85672025000001,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_104_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-105,AUD-20260910-195252,4.66,18.520426999999998,73.85672025000001,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_105_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-106,AUD-20260910-195252,4.77,18.520427599999998,73.8567207,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_106_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-107,AUD-20260910-195252,4.77,18.520427599999998,73.8567207,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_107_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-108,AUD-20260910-195252,4.87,18.520428199999998,73.85672115,PARAM_1,Zebra Crossing Condition,WORN_CROSSING,WARNING,0.37,Crossing marking degraded (1.1% paint loss); reduced driver visibility.,E:\SIH\Project\output\evidence_frames\evidence_108_WORN_CROSSING.jpg
AUD-20260910-195252-DEF-109,AUD-20260910-195252,4.87,18.520428199999998,73.85672115,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_109_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-110,AUD-20260910-195252,4.87,18.520428199999998,73.85672115,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_110_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-111,AUD-20260910-195252,4.97,18.520428799999998,73.8567216,PARAM_1,Zebra Crossing Condition,WORN_CROSSING,WARNING,0.37,Crossing marking degraded (7.0% paint loss); reduced driver visibility.,E:\SIH\Project\output\evidence_frames\evidence_111_WORN_CROSSING.jpg
AUD-20260910-195252-DEF-112,AUD-20260910-195252,4.97,18.520428799999998,73.8567216,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_112_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-113,AUD-20260910-195252,4.97,18.520428799999998,73.8567216,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_113_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-114,AUD-20260910-195252,5.08,18.520429399999998,73.85672205,PARAM_1,Zebra Crossing Condition,WORN_CROSSING,WARNING,0.36,Crossing marking degraded (13.2% paint loss); reduced driver visibility.,E:\SIH\Project\output\evidence_frames\evidence_114_WORN_CROSSING.jpg
AUD-20260910-195252-DEF-115,AUD-20260910-195252,5.08,18.520429399999998,73.85672205,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_115_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-116,AUD-20260910-195252,5.08,18.520429399999998,73.85672205,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_116_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-117,AUD-20260910-195252,5.18,18.520429999999998,73.8567225,PARAM_1,Zebra Crossing Condition,WORN_CROSSING,WARNING,0.36,Crossing marking degraded (16.4% paint loss); reduced driver visibility.,E:\SIH\Project\output\evidence_frames\evidence_117_WORN_CROSSING.jpg
AUD-20260910-195252-DEF-118,AUD-20260910-195252,5.18,18.520429999999998,73.8567225,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_118_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-119,AUD-20260910-195252,5.18,18.520429999999998,73.8567225,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_119_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-120,AUD-20260910-195252,5.29,18.520430599999997,73.85672295,PARAM_1,Zebra Crossing Condition,WORN_CROSSING,WARNING,0.36,Crossing marking degraded (17.3% paint loss); reduced driver visibility.,E:\SIH\Project\output\evidence_frames\evidence_120_WORN_CROSSING.jpg
AUD-20260910-195252-DEF-121,AUD-20260910-195252,5.29,18.520430599999997,73.85672295,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_121_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-122,AUD-20260910-195252,5.29,18.520430599999997,73.85672295,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_122_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-123,AUD-20260910-195252,5.39,18.520431199999997,73.8567234,PARAM_1,Zebra Crossing Condition,WORN_CROSSING,WARNING,0.36,Crossing marking degraded (17.2% paint loss); reduced driver visibility.,E:\SIH\Project\output\evidence_frames\evidence_123_WORN_CROSSING.jpg
AUD-20260910-195252-DEF-124,AUD-20260910-195252,5.39,18.520431199999997,73.8567234,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_124_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-125,AUD-20260910-195252,5.39,18.520431199999997,73.8567234,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_125_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-126,AUD-20260910-195252,5.49,18.520431799999997,73.85672385000001,PARAM_1,Zebra Crossing Condition,WORN_CROSSING,WARNING,0.36,Crossing marking degraded (13.8% paint loss); reduced driver visibility.,E:\SIH\Project\output\evidence_frames\evidence_126_WORN_CROSSING.jpg
AUD-20260910-195252-DEF-127,AUD-20260910-195252,5.49,18.520431799999997,73.85672385000001,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_127_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-128,AUD-20260910-195252,5.49,18.520431799999997,73.85672385000001,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_128_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-129,AUD-20260910-195252,5.6,18.520432399999997,73.85672430000001,PARAM_1,Zebra Crossing Condition,WORN_CROSSING,WARNING,0.36,Crossing marking degraded (10.2% paint loss); reduced driver visibility.,E:\SIH\Project\output\evidence_frames\evidence_129_WORN_CROSSING.jpg
AUD-20260910-195252-DEF-130,AUD-20260910-195252,5.6,18.520432399999997,73.85672430000001,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_130_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-131,AUD-20260910-195252,5.6,18.520432399999997,73.85672430000001,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_131_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-132,AUD-20260910-195252,5.7,18.520432999999997,73.85672475,PARAM_1,Zebra Crossing Condition,WORN_CROSSING,WARNING,0.36,Crossing marking degraded (11.2% paint loss); reduced driver visibility.,E:\SIH\Project\output\evidence_frames\evidence_132_WORN_CROSSING.jpg
AUD-20260910-195252-DEF-133,AUD-20260910-195252,5.7,18.520432999999997,73.85672475,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_133_MISSING_SIGNAGE.jpg
AUD-20260910-195252-DEF-134,AUD-20260910-195252,5.7,18.520432999999997,73.85672475,PARAM_5,Speed Calming & Surface,SURFACE_CALMING_DEFECT,CRITICAL DEFECT,0.84,Absence of raised speed calming table / severe road potholes inducing vehicle hazard.,E:\SIH\Project\output\evidence_frames\evidence_134_SURFACE_CALMING_DEFECT.jpg
AUD-20260910-195252-DEF-135,AUD-20260910-195252,5.8,18.520433599999997,73.8567252,PARAM_1,Zebra Crossing Condition,WORN_CROSSING,WARNING,0.36,Crossing marking degraded (15.0% paint loss); reduced driver visibility.,E:\SIH\Project\output\evidence_frames\evidence_135_WORN_CROSSING.jpg
AUD-20260910-195252-DEF-136,AUD-20260910-195252,5.8,18.520433599999997,73.8567252,PARAM_3,School Zone Signage,MISSING_SIGNAGE,CRITICAL DEFECT,0.92,Mandatory IRC:67 School Warning / Speed Restriction sign absent on school approach.,E:\SIH\Project\output\evidence_frames\evidence_136_MISSING_SIGNAGE.jpg
